signal_id,timestamp_utc,direction,entry_price,MFE_ticks,MAE_ticks,outcome_sl2,outcome_sl3,outcome_sl4,outcome_sl5,outcome_sl6,outcome_sl7,outcome_sl10,classification,time_to_tp_sec,time_to_sl5_sec
2365,2026-07-13 06:32:59 UTC,SHORT,1.5480,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,194.5,N/A
2366,2026-07-13 06:39:59 UTC,LONG,1.5470,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,73.3,N/A
2367,2026-07-13 06:46:59 UTC,SHORT,1.5480,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,190.4,N/A
2368,2026-07-13 06:55:59 UTC,LONG,1.5460,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,244.0,N/A
2369,2026-07-13 07:02:59 UTC,SHORT,1.5460,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1066.1,N/A
2370,2026-07-13 07:07:59 UTC,SHORT,1.5490,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,575.4,N/A
2371,2026-07-13 07:12:59 UTC,SHORT,1.5500,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,60.4,N/A
2372,2026-07-13 07:21:59 UTC,LONG,1.5450,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,112.0,N/A
2373,2026-07-13 07:29:59 UTC,SHORT,1.5470,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,17.2,N/A
2374,2026-07-13 07:34:59 UTC,LONG,1.5460,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,1771.3,582.1
2375,2026-07-13 07:38:59 UTC,SHORT,1.5460,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,128.6,N/A
2376,2026-07-13 07:41:59 UTC,SHORT,1.5430,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,162.1,N/A
2377,2026-07-13 07:44:59 UTC,LONG,1.5430,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1005.9,N/A
2378,2026-07-13 07:49:59 UTC,LONG,1.5430,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,705.9,N/A
2379,2026-07-13 08:03:59 UTC,SHORT,1.5450,1.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,2150.9
2380,2026-07-13 08:15:59 UTC,LONG,1.5470,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,969.4,N/A
2381,2026-07-13 08:23:59 UTC,LONG,1.5450,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,63.1,N/A
2382,2026-07-13 08:31:59 UTC,SHORT,1.5480,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,342.7,N/A
2383,2026-07-13 08:35:59 UTC,SHORT,1.5480,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,102.7,N/A
2384,2026-07-13 08:40:59 UTC,LONG,1.5500,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,154.8,N/A
2385,2026-07-13 08:43:59 UTC,SHORT,1.5520,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,77.1,N/A
2386,2026-07-13 08:47:59 UTC,SHORT,1.5520,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,451.6,N/A
2387,2026-07-13 08:58:59 UTC,LONG,1.5530,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,3401.5,N/A
2388,2026-07-13 09:04:59 UTC,SHORT,1.5530,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,484.4,N/A
2389,2026-07-13 09:08:59 UTC,LONG,1.5530,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2801.5,N/A
2390,2026-07-13 09:11:59 UTC,LONG,1.5530,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2621.5,N/A
2391,2026-07-13 09:17:59 UTC,LONG,1.5520,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2212.4,N/A
2392,2026-07-13 09:27:59 UTC,SHORT,1.5530,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,724.7,N/A
2393,2026-07-13 09:36:59 UTC,SHORT,1.5520,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2896.5,N/A
2394,2026-07-13 09:40:59 UTC,LONG,1.5520,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,832.4,N/A
2395,2026-07-13 09:45:59 UTC,LONG,1.5510,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,233.0,N/A
2396,2026-07-13 09:54:59 UTC,SHORT,1.5540,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,799.8,N/A
2397,2026-07-13 09:57:59 UTC,SHORT,1.5540,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,619.8,N/A
2398,2026-07-13 10:12:59 UTC,LONG,1.5530,1.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,2023.2
2399,2026-07-13 10:24:59 UTC,SHORT,1.5510,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1048.4,N/A
2400,2026-07-13 10:28:59 UTC,LONG,1.5500,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,123.3,N/A
2401,2026-07-13 10:35:59 UTC,SHORT,1.5510,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,388.4,N/A
2402,2026-07-13 10:42:59 UTC,SHORT,1.5500,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,189.2,N/A
2403,2026-07-13 10:49:59 UTC,LONG,1.5490,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1388.1,N/A
2404,2026-07-13 10:55:59 UTC,SHORT,1.5480,1.0,5.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,N/A
2405,2026-07-13 10:58:59 UTC,SHORT,1.5480,1.0,5.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,N/A
2406,2026-07-13 11:05:59 UTC,SHORT,1.5490,1.0,4.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,N/A
2407,2026-07-13 11:08:59 UTC,SHORT,1.5490,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,3578.1,N/A
2408,2026-07-13 11:13:59 UTC,SHORT,1.5510,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,173.1,N/A
2409,2026-07-13 11:15:59 UTC,SHORT,1.5510,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,53.1,N/A
2410,2026-07-13 11:22:59 UTC,LONG,1.5510,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,622.6,N/A
2411,2026-07-13 11:27:59 UTC,SHORT,1.5520,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,120.3,N/A
2412,2026-07-13 11:34:59 UTC,LONG,1.5530,0.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,2018.1
2413,2026-07-13 11:37:59 UTC,SHORT,1.5510,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,878.2,N/A
2414,2026-07-13 11:47:59 UTC,LONG,1.5520,1.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1238.1
2415,2026-07-13 11:50:59 UTC,SHORT,1.5520,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,16.4,N/A
2416,2026-07-13 11:56:59 UTC,LONG,1.5480,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,43.2,N/A
2417,2026-07-13 12:05:59 UTC,SHORT,1.5510,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,103.1,N/A
2418,2026-07-13 12:21:59 UTC,SHORT,1.5480,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,687.9,N/A
2419,2026-07-13 12:25:59 UTC,LONG,1.5520,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,406.6
2420,2026-07-13 12:29:59 UTC,SHORT,1.5480,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,207.9,N/A
2421,2026-07-13 12:34:59 UTC,LONG,1.5470,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,835.4,N/A
2422,2026-07-13 12:38:59 UTC,LONG,1.5470,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,595.4,N/A
2423,2026-07-13 12:51:59 UTC,SHORT,1.5480,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,83.0,N/A
2424,2026-07-13 12:59:59 UTC,LONG,1.5470,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,349.1,N/A
2425,2026-07-13 13:10:59 UTC,SHORT,1.5460,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,499.5,N/A
2426,2026-07-13 13:14:59 UTC,LONG,1.5460,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1188.7,310.8
2427,2026-07-13 13:18:59 UTC,LONG,1.5460,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,948.7,70.8
2428,2026-07-13 13:23:59 UTC,LONG,1.5450,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,462.2,N/A
2429,2026-07-13 13:26:59 UTC,SHORT,1.5440,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,195.8,N/A
2430,2026-07-13 13:37:59 UTC,SHORT,1.5470,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,120.4,N/A
2431,2026-07-13 13:45:59 UTC,LONG,1.5390,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,38.0,N/A
2432,2026-07-13 13:52:59 UTC,SHORT,1.5390,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,24.2,N/A
2433,2026-07-13 14:13:59 UTC,SHORT,1.5540,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,164.6,N/A
2434,2026-07-13 14:29:59 UTC,SHORT,1.5560,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,369.1,N/A
2435,2026-07-13 14:39:59 UTC,LONG,1.5590,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1000.1,N/A
2436,2026-07-13 14:46:59 UTC,LONG,1.5580,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,543.6,N/A
2437,2026-07-13 14:52:59 UTC,SHORT,1.5560,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,262.0
2438,2026-07-13 15:03:59 UTC,SHORT,1.5620,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1314.4,N/A
2439,2026-07-13 15:07:59 UTC,LONG,1.5630,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,605.3,N/A
2440,2026-07-13 15:18:59 UTC,LONG,1.5640,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,451.1
2441,2026-07-13 15:23:59 UTC,SHORT,1.5630,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,114.4,N/A
2442,2026-07-13 15:37:59 UTC,LONG,1.5520,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,180.9,N/A
2443,2026-07-13 15:43:59 UTC,SHORT,1.5540,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2121.6,N/A
2444,2026-07-13 15:47:59 UTC,SHORT,1.5550,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1869.8,N/A
2445,2026-07-13 15:52:59 UTC,SHORT,1.5550,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1569.8,N/A
2446,2026-07-13 16:01:59 UTC,LONG,1.5550,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,25.7,N/A
2447,2026-07-13 16:02:59 UTC,LONG,1.5560,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,24.2,N/A
2448,2026-07-13 16:03:59 UTC,LONG,1.5580,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,909.8
2449,2026-07-13 16:07:59 UTC,SHORT,1.5550,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,669.8,N/A
2450,2026-07-13 16:10:59 UTC,LONG,1.5570,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,501.6
2451,2026-07-13 16:17:59 UTC,LONG,1.5550,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,495.4
2452,2026-07-13 16:22:59 UTC,LONG,1.5510,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,727.2
2453,2026-07-13 16:26:59 UTC,LONG,1.5510,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,487.2
2454,2026-07-13 16:32:59 UTC,SHORT,1.5500,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,28.8,N/A
2455,2026-07-13 16:40:59 UTC,LONG,1.5410,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,27.1,N/A
2456,2026-07-13 16:47:59 UTC,SHORT,1.5430,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,124.4,N/A
2457,2026-07-13 16:54:59 UTC,LONG,1.5380,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,40.9,N/A
2458,2026-07-13 17:03:59 UTC,SHORT,1.5420,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,47.1,N/A
2459,2026-07-13 17:12:59 UTC,SHORT,1.5430,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,52.3,N/A
2460,2026-07-13 17:22:59 UTC,LONG,1.5360,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,548.8
2461,2026-07-13 17:27:59 UTC,LONG,1.5360,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,248.8
2462,2026-07-13 17:31:59 UTC,SHORT,1.5340,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.8,N/A
2463,2026-07-13 17:33:59 UTC,SHORT,1.5350,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,60.3,N/A
2464,2026-07-13 17:45:59 UTC,SHORT,1.5330,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,31.2,N/A
2465,2026-07-13 17:47:59 UTC,SHORT,1.5300,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,161.7,N/A
2466,2026-07-13 17:57:59 UTC,LONG,1.5230,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,0.7,N/A
2467,2026-07-13 18:01:59 UTC,LONG,1.5210,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,1.5,N/A
2468,2026-07-13 18:07:59 UTC,SHORT,1.5250,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,95.7,N/A
2469,2026-07-13 18:14:59 UTC,LONG,1.5220,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,9.5,N/A
2470,2026-07-13 18:19:59 UTC,SHORT,1.5220,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,22.4,N/A
2471,2026-07-13 18:27:59 UTC,SHORT,1.5240,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,132.1,N/A
2472,2026-07-13 18:36:59 UTC,LONG,1.5230,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,419.3,N/A
2473,2026-07-13 18:46:59 UTC,SHORT,1.5260,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,475.7,N/A
2474,2026-07-13 18:53:59 UTC,SHORT,1.5280,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,13.7,N/A
2475,2026-07-13 19:00:59 UTC,LONG,1.5240,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,84.2,N/A
2476,2026-07-13 19:07:59 UTC,SHORT,1.5260,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,625.5,N/A
2477,2026-07-13 19:13:59 UTC,SHORT,1.5260,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,265.5,N/A
2478,2026-07-13 19:16:59 UTC,LONG,1.5250,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,790.1,N/A
2479,2026-07-13 19:24:59 UTC,LONG,1.5250,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,310.1,N/A
2480,2026-07-13 19:29:59 UTC,SHORT,1.5260,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,264.4
2481,2026-07-13 19:36:59 UTC,SHORT,1.5320,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,2516.6,1197.3
2482,2026-07-13 19:47:59 UTC,SHORT,1.5340,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1631.7,N/A
2483,2026-07-13 19:51:59 UTC,LONG,1.5360,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,297.3,N/A
2484,2026-07-13 19:56:59 UTC,LONG,1.5380,0.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1089.1
2485,2026-07-13 20:02:59 UTC,LONG,1.5360,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,121.2,N/A
2486,2026-07-13 20:10:59 UTC,LONG,1.5350,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1453.7,489.1
2487,2026-07-13 20:14:59 UTC,LONG,1.5350,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1213.7,249.1
2488,2026-07-13 20:15:59 UTC,LONG,1.5320,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,10.5,N/A
2489,2026-07-13 20:22:59 UTC,LONG,1.5320,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,11.6,N/A
2490,2026-07-13 20:27:59 UTC,SHORT,1.5350,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,964.7,N/A
2491,2026-07-13 20:36:59 UTC,LONG,1.5360,1.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,431.9
2492,2026-07-13 20:47:59 UTC,LONG,1.5320,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,436.5,N/A
2493,2026-07-13 20:57:59 UTC,SHORT,1.5340,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,135.4,N/A
2494,2026-07-13 21:01:59 UTC,SHORT,1.5330,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,443.6,N/A
2495,2026-07-13 21:09:59 UTC,LONG,1.5310,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,249.5,N/A
2496,2026-07-13 21:13:59 UTC,LONG,1.5300,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.0,N/A
2497,2026-07-13 21:24:59 UTC,SHORT,1.5340,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,54.1,N/A
2498,2026-07-13 21:33:59 UTC,LONG,1.5300,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,250.4
2499,2026-07-13 21:43:59 UTC,LONG,1.5230,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,182.4,N/A
2500,2026-07-13 21:51:59 UTC,SHORT,1.5240,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,607.0
2501,2026-07-13 22:05:59 UTC,SHORT,1.5320,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,56.8,N/A
2502,2026-07-13 22:13:59 UTC,LONG,1.5320,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,122.9,N/A
2503,2026-07-13 22:20:59 UTC,SHORT,1.5360,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,3.3,N/A
2504,2026-07-13 22:22:59 UTC,SHORT,1.5340,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,4.8,N/A
2505,2026-07-13 22:27:59 UTC,LONG,1.5340,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,4.0,N/A
2506,2026-07-13 22:36:59 UTC,LONG,1.5330,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,417.6,N/A
2507,2026-07-13 22:48:59 UTC,SHORT,1.5350,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,145.4,N/A
2508,2026-07-13 22:49:59 UTC,SHORT,1.5350,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,85.4,N/A
2509,2026-07-13 22:56:59 UTC,LONG,1.5340,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1352.9,N/A
2510,2026-07-13 23:13:59 UTC,SHORT,1.5310,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,332.9
2511,2026-07-13 23:23:59 UTC,SHORT,1.5340,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,702.3
2512,2026-07-13 23:33:59 UTC,LONG,1.5370,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,77.9,N/A
2513,2026-07-13 23:43:59 UTC,SHORT,1.5390,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,610.0
2514,2026-07-13 23:47:59 UTC,LONG,1.5410,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,67.8,N/A
2515,2026-07-13 23:56:59 UTC,SHORT,1.5430,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,548.4,N/A
2516,2026-07-14 00:00:59 UTC,LONG,1.5450,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,576.6,N/A
2517,2026-07-14 00:03:59 UTC,SHORT,1.5450,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.4,N/A
2518,2026-07-14 00:09:59 UTC,LONG,1.5440,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,22.9,N/A
2519,2026-07-14 00:15:59 UTC,SHORT,1.5460,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,43.1,N/A
2520,2026-07-14 00:29:59 UTC,SHORT,1.5460,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,380.3,N/A
2521,2026-07-14 00:35:59 UTC,SHORT,1.5470,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.5,N/A
2522,2026-07-14 00:41:59 UTC,LONG,1.5420,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,223.4,N/A
2523,2026-07-14 00:46:59 UTC,LONG,1.5440,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,120.2,N/A
2524,2026-07-14 00:53:59 UTC,SHORT,1.5470,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1608.2,N/A
2525,2026-07-14 01:00:59 UTC,SHORT,1.5470,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1188.2,N/A
2526,2026-07-14 01:10:59 UTC,LONG,1.5480,1.0,8.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1036.3
2527,2026-07-14 01:16:59 UTC,LONG,1.5480,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,676.3
